text,label
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
I can't take it anymore. I just want it to end.,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Nobody cares about me. What's the point of living?,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
Sometimes I think disappearing is the only option.,Self-harm/Suicidal
